order_id,item_id,quantity,unit_price
83,91,1,307
83,92,1,323
84,11,3,176
85,105,1,208
86,15,1,193
86,16,3,269
87,105,2,208
87,106,2,485
88,86,1,429
89,54,1,324
90,93,1,262
91,91,2,307
92,106,2,485
93,70,1,347
94,97,1,318
95,10,3,526
95,9,2,447
96,8,2,144
96,7,1,182
97,93,1,262
98,45,3,323
98,46,1,537
99,39,3,152
99,40,1,486
100,6,2,267
100,5,2,517
101,41,2,270
101,42,2,223
102,31,3,496
102,32,1,507
103,93,2,262
103,94,1,247
104,27,1,523
104,28,1,154
105,30,3,456
106,93,3,262
107,89,2,510
108,73,2,342
109,89,2,510
110,7,3,182
111,92,2,323
111,91,1,307
112,119,1,133
112,120,1,304
113,102,2,266
114,72,1,492
114,71,1,141
115,72,3,492
116,55,1,293
116,56,1,215
117,12,3,548
117,11,2,176
118,97,2,318
118,98,1,407
119,93,1,262
119,94,1,247
120,93,2,262
121,13,1,394
122,5,1,517
122,6,2,267
123,79,3,193
124,75,2,463
124,76,1,446
125,95,1,496
125,96,1,215
126,2,1,251
126,1,2,129
127,55,1,293
127,56,1,215
128,6,3,267
128,5,2,517
129,27,3,523
130,4,3,492
131,44,1,281
131,43,3,141
132,95,1,496
133,105,2,208
134,10,1,526
135,94,1,247
136,94,2,247
136,93,2,262
137,90,2,159
137,89,1,510
138,43,3,141
139,82,3,154
139,81,3,184
140,25,2,249
141,50,1,519
142,44,1,281
143,90,1,159
143,89,2,510
144,93,2,262
145,115,3,380
146,4,2,492
147,54,3,324
147,53,1,343
148,7,2,182
149,95,3,496
150,94,3,247
150,93,3,262
151,85,2,136
151,86,3,429
152,15,1,193
152,16,3,269
153,74,1,260
153,73,1,342
154,43,1,141
155,68,2,428
155,67,3,348
156,114,3,483
156,113,2,484
157,105,3,208
157,106,2,485
158,37,3,365
159,79,3,193
160,31,2,496
160,32,2,507
161,19,2,333
161,20,2,215
162,113,1,484
162,114,2,483
163,1,1,129
163,2,3,251
164,88,3,309
164,87,3,350
165,29,2,495
165,30,2,456
166,51,1,289
166,52,3,259
167,105,3,208
167,106,2,485
168,89,2,510
169,51,3,289
170,89,3,510
171,58,3,308
171,57,1,374
172,48,2,505
173,66,3,458
173,65,2,287
174,94,2,247
174,93,1,262
175,91,3,307
176,76,2,446
176,75,3,463
177,47,3,138
177,48,3,505
178,113,2,484
178,114,2,483
179,77,3,382
180,31,1,496
180,32,3,507
181,49,1,302
182,89,1,510
183,10,3,526
184,46,2,537
185,107,3,534
186,7,3,182
186,8,3,144
187,40,3,486
188,49,3,302
188,50,3,519
189,89,3,510
190,8,2,144
190,7,1,182
191,48,3,505
191,47,3,138
192,117,2,525
193,110,3,483
194,53,3,343
195,14,1,128
196,74,1,260
197,93,1,262
197,94,2,247
198,102,3,266
199,118,1,191
200,33,2,142
201,94,3,247
201,93,2,262
202,104,3,189
202,103,1,182
203,31,2,496
204,47,3,138
204,48,2,505
205,115,1,380
205,116,1,234
206,26,2,502
206,25,1,249
207,67,3,348
207,68,3,428
208,86,1,429
209,17,1,434
209,18,2,300
210,40,3,486
211,23,3,360
212,94,3,247
212,93,1,262
213,38,1,443
213,37,3,365
214,12,1,548
214,11,2,176
215,81,2,184
215,82,1,154
216,88,1,309
217,102,1,266
217,101,2,433
218,112,2,268
218,111,3,397
219,36,2,545
220,108,1,469
220,107,1,534
221,114,3,483
222,54,1,324
222,53,3,343
223,52,1,259
223,51,3,289
224,116,2,234
225,40,2,486
226,110,1,483
226,109,3,297
227,8,1,144
227,7,1,182
228,117,1,525
229,40,2,486
229,39,2,152
230,93,3,262
230,94,1,247
231,58,2,308
231,57,1,374
232,103,1,182
233,41,1,270
233,42,1,223
234,114,3,483
235,34,2,300
236,68,2,428
236,67,3,348
237,93,3,262
237,94,2,247
238,106,2,485
239,5,2,517
240,93,1,262
241,84,3,305
242,63,3,270
243,102,3,266
243,101,3,433
244,94,3,247
245,67,1,348
245,68,1,428
246,93,2,262
247,118,1,191
248,19,3,333
249,104,2,189
250,32,2,507
251,77,1,382
252,110,2,483
252,109,1,297
253,120,1,304
254,8,1,144
254,7,2,182
255,61,2,428
256,20,3,215
257,6,3,267
258,111,1,397
259,73,2,342
259,74,1,260
260,8,1,144
261,63,2,270
262,52,1,259
263,67,1,348
264,107,3,534
264,108,3,469
265,94,2,247
266,46,1,537
266,45,2,323
267,94,2,247
268,100,1,253
268,99,2,516
269,105,3,208
270,71,1,141
271,82,3,154
272,35,1,209
273,1,3,129
274,37,1,365
275,1,2,129
276,111,2,397
276,112,2,268
277,72,3,492
277,71,1,141
278,48,3,505
278,47,3,138
279,73,3,342
280,25,2,249
280,26,3,502
281,94,3,247
281,93,1,262
282,89,3,510
283,93,2,262
283,94,3,247
284,93,1,262
284,94,1,247
285,102,1,266
285,101,1,433
286,58,2,308
287,114,3,483
287,113,1,484
288,24,3,142
288,23,2,360
289,11,2,176
290,78,1,530
290,77,3,382
291,91,1,307
291,92,3,323
292,93,2,262
292,94,2,247
293,54,3,324
293,53,2,343
294,93,3,262
295,73,3,342
296,55,3,293
297,50,3,519
297,49,2,302
298,94,1,247
299,26,2,502
300,102,1,266
300,101,1,433
301,108,1,469
301,107,2,534
302,84,3,305
302,83,2,307
303,49,3,302
303,50,1,519
304,94,3,247
304,93,2,262
305,4,2,492
306,64,2,284
306,63,3,270
307,104,1,189
307,103,3,182
308,94,2,247
308,93,3,262
309,116,1,234
309,115,3,380
310,91,3,307
310,92,2,323
311,5,2,517
311,6,1,267
312,1,2,129
313,94,1,247
313,93,1,262
314,76,1,446
315,89,3,510
316,2,3,251
316,1,3,129
317,68,1,428
317,67,3,348
318,56,3,215
319,68,2,428
320,59,2,492
321,93,1,262
322,37,1,365
323,49,1,302
324,82,1,154
325,101,1,433
326,4,1,492
326,3,1,400
327,86,1,429
327,85,3,136
328,48,1,505
329,88,2,309
330,5,2,517
331,61,2,428
332,71,3,141
333,93,2,262
334,67,1,348
335,87,2,350
336,98,3,407
337,83,2,307
338,28,2,154
339,40,2,486
340,107,2,534
340,108,2,469
341,44,1,281
342,120,1,304
342,119,2,133
343,96,1,215
344,64,2,284
345,66,3,458
345,65,3,287
346,118,2,191
347,9,3,447
347,10,3,526
348,12,2,548
349,51,2,289
349,52,1,259
350,104,3,189
350,103,2,182
351,29,3,495
352,45,2,323
352,46,1,537
353,66,1,458
353,65,3,287
354,51,1,289
354,52,1,259
355,118,2,191
355,117,3,525
356,87,2,350
356,88,1,309
357,2,2,251
357,1,3,129
358,66,2,458
358,65,1,287
359,67,3,348
360,93,3,262
361,78,2,530
362,21,1,304
362,22,3,154
363,41,2,270
364,5,2,517
365,29,1,495
365,30,3,456
366,15,3,193
367,89,3,510
367,90,1,159
368,94,2,247
369,5,2,517
369,6,2,267
370,93,1,262
371,14,3,128
371,13,2,394
372,79,1,193
373,5,3,517
373,6,3,267
374,117,2,525
375,82,2,154
376,38,2,443
377,91,3,307
378,55,2,293
378,56,2,215
379,106,1,485
380,6,2,267
381,48,2,505
382,11,3,176
383,98,1,407
383,97,2,318
384,117,2,525
384,118,3,191
385,108,1,469
385,107,3,534
386,93,1,262
387,96,1,215
388,116,2,234
388,115,2,380
389,62,1,541
389,61,3,428
390,43,2,141
391,112,1,268
392,110,3,483
393,102,1,266
393,101,2,433
394,80,2,431
394,79,3,193
395,102,1,266
395,101,3,433
396,93,3,262
397,67,2,348
397,68,3,428
398,93,2,262
398,94,1,247
399,104,2,189
399,103,1,182
400,94,2,247
401,57,3,374
401,58,2,308
402,93,2,262
403,24,1,142
403,23,1,360
404,118,2,191
404,117,2,525
405,99,1,516
406,47,2,138
406,48,3,505
407,67,3,348
408,52,3,259
409,64,3,284
409,63,2,270
410,55,1,293
411,105,1,208
412,69,3,473
412,70,1,347
413,93,3,262
413,94,2,247
414,94,2,247
415,70,3,347
415,69,1,473
416,117,3,525
417,118,1,191
417,117,1,525
418,102,3,266
418,101,3,433
419,109,1,297
420,5,2,517
421,78,2,530
421,77,3,382
422,97,2,318
422,98,2,407
423,51,3,289
423,52,3,259
424,6,2,267
424,5,3,517
425,67,3,348
426,117,3,525
426,118,1,191
427,47,1,138
427,48,3,505
428,105,3,208
429,52,2,259
430,84,2,305
431,10,2,526
431,9,1,447
432,5,3,517
433,86,2,429
434,81,1,184
434,82,1,154
435,96,3,215
435,95,1,496
436,56,3,215
436,55,3,293
437,108,3,469
438,68,1,428
439,60,1,337
439,59,1,492
440,79,3,193
441,2,1,251
441,1,1,129
442,27,2,523
443,54,3,324
443,53,2,343
444,37,3,365
445,106,3,485
446,42,2,223
446,41,1,270
447,76,1,446
448,52,2,259
448,51,1,289
449,37,1,365
449,38,2,443
450,5,3,517
451,68,3,428
452,84,2,305
453,56,1,215
454,40,1,486
454,39,3,152
455,38,1,443
456,68,3,428
457,119,3,133
457,120,1,304
458,7,2,182
458,8,3,144
459,93,3,262
460,36,3,545
461,94,3,247
461,93,3,262
462,53,1,343
462,54,3,324
463,106,2,485
464,109,3,297
465,59,2,492
466,5,2,517
466,6,2,267
467,97,1,318
468,97,1,318
468,98,1,407
469,111,2,397
470,110,2,483
471,30,2,456
471,29,1,495
472,94,1,247
472,93,2,262
473,93,1,262
473,94,1,247
474,63,3,270
475,109,1,297
475,110,1,483
476,76,1,446
477,105,3,208
477,106,2,485
478,54,3,324
478,53,3,343
479,61,1,428
479,62,2,541
480,8,2,144
480,7,2,182
481,80,1,431
482,65,3,287
483,94,3,247
484,86,1,429
484,85,2,136
485,17,3,434
485,18,2,300
486,85,1,136
487,72,1,492
487,71,1,141
488,94,1,247
489,8,1,144
490,93,1,262
490,94,2,247
491,98,3,407
491,97,1,318
492,56,3,215
492,55,1,293
493,3,2,400
494,31,2,496
495,118,3,191
496,47,1,138
497,43,2,141
497,44,1,281
498,113,1,484
499,45,1,323
499,46,1,537
500,94,2,247
501,47,3,138
502,48,1,505
503,94,2,247
504,99,1,516
505,16,2,269
505,15,2,193
506,109,3,297
507,7,1,182
508,91,2,307
509,110,2,483
509,109,2,297
510,73,3,342
510,74,3,260
511,63,1,270
511,64,1,284
512,96,2,215
512,95,3,496
513,2,3,251
513,1,1,129
514,18,2,300
514,17,1,434
515,28,1,154
516,90,1,159
517,60,3,337
517,59,2,492
518,13,1,394
519,23,2,360
520,43,2,141
521,6,3,267
521,5,2,517
522,109,2,297
523,27,3,523
523,28,2,154
524,6,2,267
525,59,2,492
526,68,3,428
527,75,1,463
527,76,3,446
528,117,1,525
528,118,2,191
529,97,2,318
529,98,2,407
530,13,1,394
530,14,2,128
531,40,3,486
532,37,3,365
533,80,2,431
533,79,2,193
534,110,2,483
535,87,3,350
536,31,1,496
537,27,1,523
538,50,3,519
539,93,3,262
540,23,2,360
540,24,1,142
541,27,3,523
542,20,1,215
543,50,3,519
543,49,2,302
544,91,3,307
544,92,3,323
545,44,2,281
545,43,3,141
546,90,1,159
547,75,3,463
547,76,1,446
548,51,3,289
549,29,2,495
550,105,3,208
551,92,2,323
551,91,2,307
552,69,2,473
552,70,2,347
553,30,3,456
554,67,3,348
554,68,1,428
555,55,1,293
555,56,1,215
556,110,2,483
557,58,3,308
558,20,1,215
558,19,2,333
559,94,2,247
559,93,2,262
560,32,3,507
561,24,2,142
561,23,2,360
562,55,1,293
563,93,2,262
563,94,2,247
564,101,1,433
564,102,2,266
565,112,1,268
566,108,2,469
567,93,1,262
567,94,1,247
568,106,1,485
568,105,1,208
569,41,1,270
569,42,3,223
570,94,1,247
570,93,3,262
571,45,2,323
571,46,3,537
572,93,3,262
573,38,3,443
573,37,2,365
574,94,2,247
574,93,3,262
575,52,1,259
576,53,3,343
576,54,2,324
577,44,3,281
578,45,1,323
578,46,2,537
579,93,1,262
579,94,1,247
580,5,3,517
581,1,1,129
581,2,1,251
582,11,1,176
583,115,1,380
583,116,1,234
584,40,1,486
585,23,2,360
586,115,2,380
586,116,3,234
587,47,3,138
587,48,2,505
588,65,2,287
588,66,2,458
589,95,1,496
590,28,2,154
591,13,2,394
592,81,1,184
593,45,2,323
593,46,2,537
594,63,1,270
595,59,1,492
595,60,3,337
596,8,1,144
596,7,2,182
597,29,1,495
598,9,3,447
598,10,2,526
599,93,2,262
599,94,2,247
600,39,3,152
601,101,2,433
601,102,2,266
602,47,1,138
603,80,1,431
603,79,1,193
604,64,3,284
604,63,3,270
605,103,3,182
606,94,2,247
607,84,2,305
608,73,1,342
608,74,2,260
609,47,2,138
610,80,2,431
611,65,1,287
611,66,3,458
612,82,2,154
613,43,1,141
613,44,3,281
614,42,2,223
614,41,2,270
615,106,1,485
615,105,2,208
616,91,1,307
616,92,1,323
617,12,2,548
618,92,1,323
618,91,2,307
619,63,1,270
620,90,1,159
621,115,3,380
622,75,1,463
622,76,3,446
623,117,3,525
624,91,3,307
625,47,2,138
626,93,3,262
627,105,2,208
628,19,1,333
629,2,3,251
630,73,3,342
630,74,3,260
631,98,3,407
631,97,1,318
632,17,3,434
632,18,2,300
633,97,1,318
633,98,1,407
634,25,2,249
634,26,2,502
635,46,2,537
635,45,1,323
636,67,2,348
636,68,1,428
637,109,2,297
637,110,1,483
638,24,3,142
638,23,1,360
639,3,1,400
639,4,1,492
640,27,2,523
641,59,3,492
641,60,2,337
642,51,2,289
642,52,2,259
643,61,1,428
644,61,1,428
645,91,2,307
646,51,2,289
646,52,2,259
647,53,1,343
647,54,2,324
648,94,1,247
649,15,1,193
649,16,2,269
650,60,3,337
651,65,3,287
652,67,1,348
652,68,1,428
653,118,2,191
653,117,1,525
654,89,2,510
655,53,3,343
655,54,3,324
656,42,1,223
656,41,1,270
657,47,2,138
657,48,3,505
658,100,1,253
659,5,3,517
659,6,2,267
660,68,2,428
660,67,2,348
661,91,3,307
661,92,1,323
662,94,2,247
662,93,2,262
663,77,1,382
663,78,3,530
664,3,2,400
665,49,3,302
666,35,1,209
666,36,1,545
667,96,2,215
668,95,3,496
669,94,2,247
669,93,2,262
670,43,1,141
670,44,2,281
671,93,3,262
671,94,1,247
672,94,2,247
673,108,1,469
673,107,1,534
674,115,1,380
675,31,2,496
676,85,3,136
677,52,2,259
678,65,3,287
679,43,1,141
680,2,1,251
680,1,1,129
681,108,2,469
682,71,3,141
683,45,3,323
683,46,3,537
684,84,1,305
684,83,1,307
685,91,3,307
685,92,2,323
686,73,1,342
687,37,1,365
688,7,1,182
688,8,2,144
689,82,1,154
689,81,2,184
690,63,2,270
691,79,2,193
691,80,3,431
692,76,1,446
693,2,3,251
693,1,3,129
694,118,2,191
694,117,2,525
695,50,3,519
695,49,2,302
696,47,1,138
696,48,2,505
697,17,1,434
697,18,2,300
698,36,3,545
699,61,2,428
699,62,1,541
700,93,2,262
700,94,3,247
701,105,3,208
702,91,2,307
703,54,3,324
704,94,2,247
705,74,2,260
706,52,2,259
707,80,1,431
707,79,1,193
708,94,1,247
709,92,2,323
710,85,1,136
711,59,2,492
711,60,2,337
712,94,1,247
712,93,2,262
713,109,3,297
713,110,2,483
714,93,3,262
714,94,2,247
715,118,1,191
715,117,2,525
716,46,1,537
717,66,1,458
718,39,2,152
719,112,2,268
720,49,1,302
720,50,2,519
721,8,2,144
722,28,2,154
722,27,2,523
723,27,3,523
724,9,2,447
724,10,3,526
725,103,2,182
725,104,2,189
726,48,1,505
726,47,2,138
727,105,1,208
727,106,3,485
728,104,3,189
728,103,3,182
729,74,1,260
729,73,1,342
730,84,2,305
730,83,1,307
731,101,3,433
732,107,2,534
733,66,3,458
733,65,1,287
734,95,1,496
735,40,3,486
735,39,3,152
736,68,3,428
736,67,3,348
737,91,3,307
737,92,3,323
738,84,3,305
739,54,3,324
740,23,1,360
741,64,1,284
741,63,1,270
742,112,2,268
743,89,1,510
743,90,3,159
744,71,2,141
744,72,2,492
745,58,3,308
745,57,1,374
746,92,1,323
747,72,1,492
747,71,2,141
748,5,1,517
749,28,3,154
750,94,1,247
751,110,2,483
752,109,1,297
753,39,2,152
753,40,1,486
754,36,2,545
755,38,1,443
756,59,2,492
756,60,1,337
757,93,3,262
757,94,1,247
758,93,3,262
758,94,1,247
759,108,2,469
759,107,1,534
760,30,3,456
761,8,1,144
761,7,2,182
762,18,1,300
763,5,2,517
764,118,1,191
764,117,3,525
765,65,1,287
765,66,2,458
766,72,2,492
767,59,2,492
767,60,1,337
768,60,3,337
768,59,3,492
769,100,1,253
769,99,1,516
770,10,2,526
771,16,2,269
771,15,2,193
772,111,3,397
773,67,2,348
773,68,2,428
774,37,1,365
774,38,1,443
775,54,2,324
775,53,3,343
776,14,2,128
777,34,3,300
777,33,2,142
778,65,3,287
778,66,2,458
779,94,2,247
780,93,3,262
780,94,3,247
781,100,1,253
782,110,2,483
782,109,3,297
783,100,1,253
783,99,2,516
784,56,3,215
784,55,1,293
785,120,3,304
786,94,3,247
787,69,2,473
788,110,1,483
788,109,2,297
789,32,2,507
790,89,2,510
791,13,2,394
791,14,2,128
792,70,3,347
793,44,2,281
794,2,2,251
794,1,3,129
795,65,2,287
795,66,1,458
796,43,3,141
796,44,1,281
797,93,2,262
798,17,3,434
799,29,1,495
799,30,1,456
800,73,2,342
800,74,1,260
801,7,3,182
801,8,1,144
802,20,3,215
802,19,1,333
803,96,1,215
803,95,1,496
804,1,2,129
805,91,2,307
806,98,2,407
806,97,2,318
807,70,2,347
807,69,1,473
808,79,2,193
808,80,2,431
809,58,1,308
809,57,3,374
810,52,1,259
810,51,2,289
811,93,3,262
811,94,3,247
812,110,1,483
812,109,2,297
813,25,1,249
813,26,3,502
814,102,3,266
814,101,2,433
815,93,3,262
816,94,2,247
816,93,3,262
817,1,3,129
817,2,3,251
818,18,3,300
818,17,1,434
819,93,2,262
820,21,2,304
821,6,3,267
822,85,2,136
822,86,2,429
823,16,2,269
824,47,3,138
825,25,2,249
826,94,1,247
827,71,2,141
828,68,3,428
829,83,3,307
830,60,1,337
830,59,2,492
831,119,3,133
832,14,2,128
832,13,3,394
833,94,2,247
834,83,1,307
834,84,1,305
835,47,2,138
836,102,3,266
837,51,1,289
837,52,2,259
838,85,1,136
838,86,2,429
839,51,2,289
839,52,1,259
840,13,1,394
840,14,3,128
841,92,2,323
842,68,1,428
843,68,3,428
843,67,2,348
844,32,3,507
844,31,1,496
845,108,3,469
845,107,3,534
846,106,2,485
847,43,3,141
848,106,2,485
849,114,2,483
849,113,1,484
850,32,3,507
851,2,2,251
851,1,1,129
852,34,1,300
853,68,3,428
853,67,3,348
854,94,2,247
854,93,1,262
855,30,3,456
855,29,1,495
856,61,1,428
856,62,3,541
857,110,3,483
857,109,3,297
858,117,1,525
858,118,3,191
859,91,1,307
860,34,1,300
860,33,2,142
861,65,2,287
862,5,1,517
863,56,1,215
864,6,1,267
865,31,3,496
865,32,2,507
866,67,1,348
866,68,2,428
867,103,1,182
867,104,2,189
868,76,3,446
868,75,3,463
869,93,2,262
870,91,2,307
871,5,2,517
872,7,1,182
873,38,2,443
873,37,2,365
874,73,1,342
875,88,3,309
875,87,2,350
876,78,1,530
876,77,1,382
877,93,1,262
877,94,3,247
878,22,3,154
878,21,1,304
879,64,1,284
880,109,3,297
880,110,2,483
881,11,3,176
882,30,3,456
882,29,1,495
883,110,1,483
883,109,2,297
884,14,1,128
885,77,1,382
885,78,1,530
886,106,2,485
886,105,1,208
887,116,3,234
888,22,3,154
889,25,1,249
890,93,1,262
891,82,2,154
891,81,2,184
892,39,3,152
892,40,1,486
893,7,1,182
893,8,2,144
894,11,3,176
895,16,3,269
896,7,3,182
896,8,3,144
897,93,2,262
897,94,2,247
898,76,2,446
898,75,2,463
899,33,1,142
900,35,3,209
900,36,3,545
901,105,1,208
902,105,3,208
902,106,3,485
903,59,2,492
904,61,2,428
905,93,1,262
905,94,1,247
906,112,3,268
907,120,2,304
907,119,2,133
908,18,2,300
908,17,2,434
909,77,3,382
910,2,1,251
910,1,2,129
911,37,2,365
911,38,3,443
912,8,3,144
913,98,1,407
913,97,2,318
914,18,3,300
914,17,2,434
915,106,3,485
916,97,1,318
916,98,2,407
917,93,3,262
918,22,1,154
918,21,2,304
919,32,3,507
919,31,2,496
920,73,1,342
921,81,3,184
921,82,1,154
922,47,1,138
923,32,3,507
924,93,3,262
925,94,3,247
925,93,3,262
926,93,1,262
927,93,3,262
927,94,1,247
928,104,1,189
928,103,3,182
929,67,1,348
929,68,3,428
930,109,2,297
930,110,1,483
931,56,2,215
932,57,2,374
933,93,2,262
933,94,3,247
934,32,1,507
935,61,1,428
936,5,2,517
937,18,3,300
938,21,3,304
938,22,3,154
939,112,3,268
940,68,3,428
940,67,3,348
941,51,1,289
941,52,3,259
942,32,2,507
943,89,3,510
944,106,2,485
945,45,2,323
946,16,3,269
946,15,3,193
947,4,3,492
948,105,1,208
949,55,1,293
949,56,1,215
950,92,3,323
951,67,1,348
952,62,3,541
953,8,2,144
954,48,1,505
954,47,1,138
955,67,2,348
956,63,2,270
957,94,1,247
958,17,3,434
959,93,3,262
960,9,3,447
961,119,3,133
962,11,2,176
963,80,3,431
963,79,3,193
964,14,2,128
964,13,3,394
965,44,3,281
965,43,2,141
966,63,3,270
967,18,1,300
967,17,2,434
968,2,1,251
968,1,2,129
969,107,1,534
970,91,1,307
971,93,3,262
972,40,1,486
972,39,1,152
973,74,2,260
973,73,1,342
974,94,1,247
975,55,3,293
976,58,3,308
976,57,3,374
977,87,2,350
977,88,2,309
978,49,1,302
978,50,3,519
979,28,1,154
980,62,3,541
981,94,3,247
982,39,2,152
983,37,1,365
983,38,3,443
984,52,3,259
984,51,2,289
985,75,3,463
986,31,2,496
987,114,1,483
987,113,2,484
988,7,2,182
988,8,3,144
989,68,1,428
990,60,1,337
990,59,3,492
991,68,3,428
991,67,3,348
992,101,1,433
993,67,2,348
994,58,3,308
994,57,3,374
995,105,1,208
996,110,2,483
997,89,3,510
998,38,1,443
999,8,2,144
999,7,2,182
1000,93,3,262
1001,101,1,433
1001,102,2,266
1002,115,3,380
1003,14,1,128
1004,39,2,152
1004,40,2,486
1005,71,2,141
1005,72,1,492
1006,20,3,215
1006,19,1,333
1007,2,1,251
1008,6,2,267
1008,5,1,517
1009,59,2,492
1009,60,1,337
1010,89,3,510
1010,90,2,159
1011,26,2,502
1011,25,3,249
1012,44,3,281
1012,43,3,141
1013,38,1,443
1013,37,3,365
1014,73,3,342
1014,74,3,260
1015,18,3,300
1015,17,3,434
1016,11,3,176
1017,106,1,485
1018,103,1,182
1019,83,1,307
1019,84,2,305
1020,91,1,307
1021,99,1,516
1021,100,1,253
1022,112,1,268
1022,111,1,397
1023,6,2,267
1023,5,2,517
1024,107,3,534
1024,108,2,469
1025,86,2,429
1026,101,2,433
1026,102,2,266
1027,102,1,266
1027,101,3,433
1028,46,2,537
1028,45,1,323
1029,59,2,492
1030,67,2,348
1031,51,3,289
1031,52,1,259
1032,98,1,407
1032,97,3,318
1033,63,3,270
1034,52,1,259
1035,119,3,133
1035,120,3,304
1036,110,2,483
1037,94,3,247
1038,94,2,247
1039,38,1,443
1040,114,3,483
1041,32,2,507
1042,98,1,407
1042,97,2,318
1043,109,2,297
1043,110,3,483
1044,5,1,517
1045,85,3,136
1045,86,1,429
1046,19,2,333
1047,47,2,138
1048,26,1,502
1048,25,3,249
1049,47,1,138
1050,88,1,309
1050,87,3,350
1051,87,1,350
1051,88,1,309
1052,48,3,505
1052,47,3,138
1053,117,2,525
1054,88,2,309
1055,5,3,517
1056,89,1,510
1057,97,2,318
1057,98,1,407
1058,5,3,517
1059,84,3,305
1059,83,3,307
1060,43,2,141
1061,94,1,247
1062,2,1,251
1063,16,1,269
1064,71,1,141
1065,2,2,251
1066,68,3,428
1067,90,3,159
1068,118,1,191
1069,10,2,526
1069,9,1,447
1070,93,3,262
1071,90,3,159
1072,2,1,251
1073,94,3,247
1073,93,1,262
1074,97,2,318
1075,47,1,138
1075,48,1,505
1076,94,3,247
1076,93,2,262
1077,48,3,505
1078,92,3,323
1078,91,1,307
1079,14,1,128
1079,13,2,394
1080,13,1,394
1080,14,2,128
1081,19,1,333
1082,66,3,458
1083,62,3,541
1084,113,1,484
1084,114,2,483
1085,117,1,525
1085,118,3,191
1086,108,1,469
1086,107,3,534
1087,8,3,144
1087,7,2,182
1088,107,1,534
1088,108,1,469
1089,15,3,193
1089,16,1,269
1090,3,2,400
1091,93,3,262
1091,94,3,247
1092,1,3,129
1092,2,2,251
1093,93,3,262
1094,5,1,517
1094,6,2,267
1095,93,2,262
1096,93,1,262
1096,94,2,247
1097,5,3,517
1097,6,2,267
1098,64,2,284
1099,81,3,184
1099,82,3,154
1100,47,1,138
1101,17,3,434
1102,30,1,456
1102,29,1,495
1103,50,1,519
1103,49,2,302
1104,8,3,144
1105,93,3,262
1106,86,1,429
1107,104,1,189
1108,22,2,154
1108,21,2,304
1109,35,3,209
1110,34,2,300
1111,94,1,247
1112,50,3,519
1113,109,2,297
1114,104,2,189
1115,92,3,323
1115,91,1,307
1116,84,3,305
1117,105,1,208
1117,106,3,485
1118,37,2,365
1118,38,2,443
1119,76,2,446
1120,92,3,323
1121,117,3,525
1121,118,1,191
1122,93,2,262
1122,94,3,247
1123,61,2,428
1124,20,1,215
1125,109,2,297
1125,110,3,483
1126,71,2,141
1126,72,1,492
1127,48,1,505
1128,62,1,541
1128,61,2,428
1129,118,3,191
1129,117,3,525
1130,120,1,304
1130,119,1,133
1131,93,2,262
1132,93,2,262
1133,96,3,215
1133,95,2,496
1134,93,3,262
1135,59,2,492
1135,60,3,337
1136,62,3,541
1136,61,2,428
1137,56,1,215
1138,7,2,182
1139,117,1,525
1140,8,3,144
1140,7,2,182
1141,42,3,223
1142,11,3,176
1142,12,2,548
1143,53,3,343
1143,54,1,324
1144,27,2,523
1144,28,3,154
1145,51,1,289
1145,52,1,259
1146,79,3,193
1146,80,3,431
1147,7,1,182
1147,8,2,144
