order_id,customer_id,restaurant_id,order_datetime,order_status,payment_method,delivery_time_minutes,rating,subtotal,delivery_fee,discount,total_amount
166,69,26,2025-07-31 19:44:00,Cancelled,Debit Card,,,1066,30,50,1046
167,177,53,2025-03-09 22:41:00,Rejected,Credit Card,,,1594,40,30,1604
168,214,45,2025-05-27 13:51:00,Delivered,UPI,19,1,1020,25,0,1045
169,129,26,2025-02-01 22:50:00,Delivered,UPI,40,,867,40,20,887
170,122,45,2025-12-23 09:44:00,Delivered,Cash,42,3,1530,30,0,1560
171,227,29,2025-11-21 22:45:00,Delivered,Credit Card,64,,1298,25,0,1323
172,264,24,2025-07-13 01:27:00,Delivered,Debit Card,26,3,1010,25,0,1035
173,79,33,2025-11-02 01:49:00,Cancelled,Debit Card,,,1948,40,0,1988
174,95,47,2025-09-16 05:26:00,Delivered,Cash,23,2,756,40,30,766
175,244,46,2025-11-29 00:07:00,Delivered,Cash,33,,921,30,20,931
176,59,38,2025-05-12 17:46:00,Delivered,Debit Card,50,,2281,25,0,2306
177,264,24,2025-02-19 05:49:00,Delivered,UPI,58,2,1929,35,50,1914
178,37,57,2025-03-20 00:29:00,Delivered,UPI,23,2,1934,35,20,1949
179,208,39,2025-06-11 00:24:00,Delivered,UPI,59,,1146,20,0,1166
180,258,16,2025-05-29 21:19:00,Delivered,Debit Card,46,1,2017,35,75,1977
181,280,25,2025-11-21 04:19:00,Delivered,Debit Card,18,5,302,20,30,292
182,202,45,2025-10-08 02:19:00,Delivered,Debit Card,31,5,510,25,30,505
183,130,5,2025-02-28 05:42:00,Delivered,UPI,53,5,1578,20,0,1598
184,51,23,2025-10-25 15:21:00,Delivered,Credit Card,24,1,1074,35,0,1109
185,157,54,2025-03-20 18:36:00,Delivered,Debit Card,45,3,1602,35,0,1637
186,185,4,2025-12-14 23:21:00,Delivered,Cash,46,3,978,20,75,923
187,144,20,2025-10-03 06:16:00,Delivered,UPI,64,1,1458,25,0,1483
188,283,25,2025-10-06 17:30:00,Delivered,Credit Card,41,5,2463,20,20,2463
189,187,45,2025-01-06 21:15:00,Delivered,Credit Card,50,2,1530,35,0,1565
190,21,4,2025-09-07 07:04:00,Delivered,Credit Card,20,5,470,20,50,440
191,166,24,2025-12-27 16:40:00,Delivered,Debit Card,55,2,1929,20,30,1919
192,129,59,2025-04-25 16:25:00,Delivered,Debit Card,49,,1050,25,0,1075
193,40,55,2025-04-19 04:11:00,Delivered,UPI,60,3,1449,35,20,1464
194,108,27,2025-03-24 20:53:00,Delivered,Credit Card,20,5,1029,40,0,1069
195,294,7,2025-01-29 05:16:00,Cancelled,Cash,,,128,25,20,133
196,242,37,2025-03-29 07:53:00,Delivered,Credit Card,55,,260,30,20,270
197,36,47,2025-07-13 12:08:00,Delivered,Credit Card,51,,756,40,30,766
198,20,51,2025-09-30 16:48:00,Delivered,Cash,60,5,798,35,0,833
199,23,59,2025-04-28 15:50:00,Delivered,Debit Card,55,,191,30,20,201
200,120,17,2025-05-26 19:56:00,Delivered,Debit Card,30,1,284,25,50,259
201,162,47,2025-07-05 03:09:00,Delivered,Debit Card,34,,1265,25,20,1270
202,283,52,2025-09-05 05:23:00,Delivered,Cash,34,,749,25,20,754
203,83,16,2025-04-20 16:25:00,Delivered,UPI,28,1,992,40,20,1012
204,46,24,2025-05-15 07:23:00,Delivered,UPI,64,4,1424,35,0,1459
205,104,58,2025-09-23 09:12:00,Delivered,Credit Card,57,1,614,30,75,569
206,205,13,2025-12-09 12:25:00,Delivered,UPI,65,1,1253,40,0,1293
207,233,34,2025-10-22 00:16:00,Delivered,UPI,53,3,2328,30,50,2308
208,227,43,2025-10-16 15:49:00,Delivered,Debit Card,47,5,429,30,0,459
209,196,9,2025-12-13 22:14:00,Delivered,Cash,40,1,1034,30,0,1064
210,284,20,2025-09-01 10:22:00,Delivered,Debit Card,29,,1458,25,0,1483
211,124,12,2025-04-16 07:12:00,Delivered,Debit Card,27,,1080,35,30,1085
212,4,47,2025-09-04 11:39:00,Delivered,Debit Card,49,5,1003,20,30,993
213,217,19,2025-10-04 01:32:00,Delivered,Credit Card,47,,1538,25,20,1543
214,298,6,2025-06-16 11:39:00,Delivered,Credit Card,53,3,900,35,0,935
215,215,41,2025-07-06 12:17:00,Delivered,Credit Card,54,1,522,25,75,472
216,77,44,2025-01-05 05:26:00,Delivered,Debit Card,49,5,309,25,0,334
217,111,51,2025-05-11 15:53:00,Delivered,Cash,65,3,1132,20,0,1152
218,102,56,2025-10-22 20:41:00,Delivered,Debit Card,40,5,1727,30,20,1737
219,75,18,2025-11-24 10:26:00,Delivered,Cash,22,3,1090,30,50,1070
220,137,54,2025-11-27 12:17:00,Cancelled,Debit Card,,,1003,25,50,978
221,121,57,2025-05-09 23:44:00,Delivered,Credit Card,28,1,1449,20,0,1469
222,204,27,2025-02-12 03:16:00,Delivered,UPI,59,,1353,30,20,1363
223,65,26,2025-09-27 05:01:00,Delivered,Debit Card,38,,1126,40,0,1166
224,234,58,2025-11-22 18:27:00,Delivered,Debit Card,40,2,468,30,20,478
225,134,20,2025-06-05 00:00:00,Delivered,Credit Card,40,5,972,30,0,1002
226,221,55,2025-11-02 07:50:00,Delivered,Debit Card,30,5,1374,35,75,1334
227,194,4,2025-05-15 02:27:00,Delivered,Debit Card,36,5,326,25,0,351
228,57,59,2025-11-13 14:17:00,Delivered,Cash,30,2,525,20,0,545
229,138,20,2025-08-13 23:00:00,Delivered,Credit Card,18,3,1276,20,0,1296
230,42,47,2025-01-29 08:49:00,Delivered,Cash,29,3,1033,35,75,993
231,227,29,2025-01-18 06:29:00,Delivered,UPI,51,2,990,20,50,960
232,282,52,2025-03-04 08:30:00,Delivered,Credit Card,41,,182,35,0,217
233,8,21,2025-05-22 18:07:00,Delivered,Credit Card,18,,493,25,20,498
234,47,57,2025-11-13 10:59:00,Rejected,UPI,,,1449,25,50,1424
235,275,17,2025-03-06 15:14:00,Delivered,Debit Card,46,,600,25,0,625
236,21,34,2025-12-28 14:35:00,Delivered,Cash,30,5,1900,40,0,1940
237,36,47,2025-08-19 09:52:00,Delivered,Debit Card,47,5,1280,40,0,1320
238,165,53,2025-02-02 21:34:00,Delivered,Credit Card,51,5,970,35,50,955
239,165,3,2025-02-19 16:42:00,Delivered,Credit Card,29,,1034,25,0,1059
240,17,47,2025-12-03 15:33:00,Delivered,Debit Card,21,5,262,35,75,222
241,41,42,2025-11-24 01:23:00,Delivered,Cash,41,,915,20,50,885
242,37,32,2025-02-09 06:33:00,Delivered,Credit Card,52,2,810,40,20,830
243,55,51,2025-11-23 18:22:00,Delivered,Cash,24,2,2097,35,0,2132
244,162,47,2025-07-10 13:48:00,Delivered,Debit Card,56,5,741,30,0,771
245,232,34,2025-07-23 00:46:00,Delivered,Debit Card,56,2,776,30,0,806
246,142,47,2025-02-18 01:29:00,Delivered,Credit Card,34,5,524,30,0,554
247,293,59,2025-10-19 06:46:00,Delivered,Debit Card,48,5,191,40,20,211
248,41,10,2025-06-21 11:56:00,Delivered,Cash,25,,999,35,0,1034
249,157,52,2025-01-22 10:34:00,Delivered,Debit Card,50,2,378,40,30,388
250,259,16,2025-04-24 13:18:00,Delivered,Credit Card,26,4,1014,20,20,1014
251,257,39,2025-12-24 04:48:00,Delivered,Credit Card,49,5,382,20,0,402
252,221,55,2025-12-17 18:05:00,Delivered,Cash,45,2,1263,30,30,1263
253,227,60,2025-03-16 14:02:00,Cancelled,Credit Card,,,304,20,0,324
254,28,4,2025-11-14 04:55:00,Delivered,Debit Card,18,1,508,25,50,483
255,276,31,2025-04-15 17:33:00,Delivered,Cash,57,,856,40,50,846
256,270,10,2025-05-11 05:03:00,Delivered,Debit Card,21,1,645,30,50,625
257,185,3,2025-01-10 09:55:00,Cancelled,Cash,,,801,20,0,821
258,249,56,2025-09-30 02:11:00,Delivered,Cash,53,,397,40,0,437
259,171,37,2025-07-21 23:10:00,Delivered,Debit Card,40,2,944,40,0,984
260,116,4,2025-06-24 12:42:00,Delivered,Cash,51,,144,40,0,184
261,219,32,2025-11-06 10:28:00,Delivered,Credit Card,59,5,540,40,0,580
262,221,26,2025-12-02 18:58:00,Delivered,UPI,53,1,259,20,75,204
263,164,34,2025-07-30 09:28:00,Delivered,Debit Card,27,,348,20,75,293
264,137,54,2025-10-18 19:14:00,Delivered,Credit Card,61,1,3009,30,0,3039
265,199,47,2025-08-31 04:10:00,Delivered,UPI,44,,494,25,50,469
266,104,23,2025-02-03 05:59:00,Cancelled,Cash,,,1183,35,75,1143
267,22,47,2025-06-10 12:39:00,Cancelled,UPI,,,494,20,0,514
268,266,50,2025-07-22 23:02:00,Delivered,UPI,30,4,1285,30,30,1285
269,28,53,2025-09-22 04:29:00,Delivered,Cash,23,,624,40,0,664
270,202,36,2025-06-15 14:01:00,Delivered,Credit Card,47,3,141,20,50,111
271,231,41,2025-02-13 16:45:00,Delivered,Credit Card,42,1,462,25,0,487
272,75,18,2025-12-31 01:26:00,Delivered,Cash,36,1,209,40,75,174
273,130,1,2025-08-23 15:54:00,Delivered,UPI,56,,387,35,20,402
274,210,19,2025-02-10 19:38:00,Delivered,Debit Card,57,2,365,20,50,335
275,179,1,2025-03-16 01:42:00,Delivered,Debit Card,39,,258,25,0,283
276,146,56,2025-12-05 22:44:00,Delivered,Credit Card,47,,1330,30,20,1340
277,35,36,2025-10-09 02:18:00,Delivered,UPI,62,,1617,40,0,1657
278,56,24,2025-09-05 23:44:00,Delivered,Debit Card,45,3,1929,35,30,1934
279,255,37,2025-04-03 19:14:00,Delivered,Credit Card,18,4,1026,35,20,1041
280,24,13,2025-06-29 17:51:00,Delivered,UPI,58,3,2004,40,0,2044
281,4,47,2025-12-18 10:21:00,Delivered,UPI,29,3,1003,35,0,1038
282,236,45,2025-06-21 14:50:00,Delivered,UPI,51,3,1530,30,75,1485
283,182,47,2025-03-18 08:53:00,Delivered,Cash,58,2,1265,30,50,1245
284,17,47,2025-07-31 02:31:00,Delivered,Debit Card,46,,509,30,75,464
285,20,51,2025-04-14 02:28:00,Delivered,Cash,50,3,699,40,50,689
286,68,29,2025-01-19 14:24:00,Delivered,UPI,18,1,616,20,0,636
287,267,57,2025-06-09 00:36:00,Delivered,Credit Card,38,3,1933,30,0,1963
288,81,12,2025-02-28 00:39:00,Delivered,UPI,31,5,1146,40,0,1186
289,88,6,2025-06-09 19:57:00,Delivered,Cash,21,4,352,20,0,372
290,219,39,2025-04-02 22:38:00,Cancelled,Cash,,,1676,40,0,1716
291,239,46,2025-03-09 02:52:00,Delivered,Cash,24,4,1276,30,0,1306
292,201,47,2025-12-25 21:21:00,Delivered,Debit Card,47,1,1018,25,0,1043
293,179,27,2025-10-22 04:32:00,Delivered,UPI,38,1,1658,25,30,1653
294,125,47,2025-09-04 12:04:00,Delivered,Cash,45,3,786,20,50,756
295,294,37,2025-02-28 18:38:00,Delivered,UPI,46,4,1026,40,75,991
296,195,28,2025-09-11 20:42:00,Delivered,Credit Card,26,,879,25,20,884
297,273,25,2025-07-19 19:36:00,Delivered,Credit Card,61,,2161,20,30,2151
298,5,47,2025-03-07 09:03:00,Delivered,UPI,18,3,247,25,20,252
299,202,13,2025-12-31 12:25:00,Delivered,Credit Card,60,2,1004,35,0,1039
300,148,51,2025-12-10 04:08:00,Delivered,UPI,27,,699,35,75,659
301,234,54,2025-08-06 19:11:00,Delivered,Cash,53,,1537,40,0,1577
302,296,42,2025-05-02 22:32:00,Delivered,Debit Card,20,,1529,20,0,1549
303,270,25,2025-08-27 16:05:00,Delivered,UPI,33,1,1425,35,20,1440
304,263,47,2025-10-21 23:21:00,Delivered,Debit Card,36,5,1265,40,0,1305
305,294,2,2025-12-03 09:51:00,Delivered,UPI,36,2,984,25,30,979
306,144,32,2025-05-12 00:47:00,Delivered,Credit Card,55,,1378,25,20,1383
307,93,52,2025-01-17 10:05:00,Rejected,Credit Card,,,735,35,50,720
308,86,47,2025-10-23 23:53:00,Delivered,Debit Card,25,4,1280,40,0,1320
309,195,58,2025-12-28 12:30:00,Delivered,Cash,18,4,1374,30,75,1329
310,222,46,2025-11-30 08:21:00,Delivered,UPI,34,4,1567,25,0,1592
311,281,3,2025-12-11 00:53:00,Delivered,Cash,24,4,1301,20,0,1321
312,48,1,2025-11-01 21:57:00,Delivered,UPI,63,,258,40,75,223
313,95,47,2025-12-23 05:16:00,Delivered,UPI,58,3,509,30,75,464
314,32,38,2025-07-18 10:03:00,Delivered,Debit Card,29,4,446,35,0,481
315,74,45,2025-08-09 06:39:00,Delivered,Cash,63,1,1530,30,75,1485
316,229,1,2025-09-12 04:41:00,Delivered,UPI,60,2,1140,35,20,1155
317,224,34,2025-02-05 17:14:00,Delivered,Cash,25,3,1472,20,0,1492
318,274,28,2025-02-11 14:48:00,Delivered,Credit Card,29,4,645,35,0,680
319,184,34,2025-02-13 20:28:00,Delivered,Credit Card,20,5,856,20,75,801
320,277,30,2025-06-07 15:34:00,Rejected,Cash,,,984,20,0,1004
321,22,47,2025-03-02 06:51:00,Delivered,Cash,61,,262,20,50,232
322,73,19,2025-12-01 00:30:00,Cancelled,UPI,,,365,25,50,340
323,26,25,2025-02-19 14:39:00,Delivered,UPI,24,5,302,35,0,337
324,206,41,2025-03-03 21:36:00,Delivered,Debit Card,31,,154,20,0,174
325,73,51,2025-08-01 05:44:00,Delivered,Credit Card,46,5,433,40,20,453
326,81,2,2025-09-07 02:00:00,Delivered,UPI,63,3,892,30,30,892
327,231,43,2025-05-03 05:39:00,Delivered,Credit Card,63,1,837,25,0,862
328,61,24,2025-11-13 11:55:00,Delivered,Credit Card,47,,505,25,0,530
329,77,44,2025-09-12 05:10:00,Delivered,UPI,21,3,618,30,30,618
330,233,3,2025-02-23 23:03:00,Cancelled,Credit Card,,,1034,40,0,1074
331,37,31,2025-08-16 18:37:00,Delivered,Credit Card,65,3,856,25,0,881
332,122,36,2025-04-13 12:57:00,Delivered,Cash,55,4,423,35,0,458
333,199,47,2025-03-11 14:46:00,Delivered,Debit Card,35,2,524,25,0,549
